,Unnamed: 0,sms,happy,joke,astonished,angry,bored,heart,filter,tokens
5825,17993,ATT jviens darriver chez moi jv te dire mes horaires. Pis faut que je vois si jaurai la tuture... rien est moindre sur,False,False,False,True,False,False,True,"['ATT', 'jviens', 'darriver', 'chez', 'moi', 'jv', 'te', 'dire', 'mes', 'horaires', '.', 'Pis', 'faut', 'que', 'je', 'vois', 'si', 'jaurai', 'la', 'tuture', '...', 'rien', 'est', 'moindre', 'sur']"
5827,18004,Bis,False,False,False,False,False,True,True,['Bis']
5828,18005,On parle sur des documents. Bon j'vais au lit bsx,False,False,False,False,False,True,True,"['On', 'parle', 'sur', 'des', 'documents', '.', 'Bon', ""j'"", 'vais', 'au', 'lit', 'bsx']"
5829,18006,ok mais potins?,False,True,False,False,False,False,True,"['ok', 'mais', 'potins', '?']"
5831,18012,Quel kiff de pouvoir re enfin envoyer des texto !!!! Hahaha O O ({}),True,False,False,False,False,False,True,"['Quel', 'kiff', 'de', 'pouvoir', 're', 'enfin', 'envoyer', 'des', 'texto', '!!!!', 'Hahaha', 'O', 'O', '(', '{', '}', ')']"
5832,18019,Haha.,True,False,False,False,False,False,True,"['Haha', '.']"
5833,18024,"Oui, 7h..",False,False,False,False,True,False,True,"['Oui', ',', '7', 'h', '..']"
5834,18025,Mdr je rigole fais pas la geule oh !,False,True,False,False,False,False,True,"['Mdr', 'je', 'rigole', 'fais', 'pas', 'la', 'geule', 'oh', '!']"
5835,18026,"Ouais voilà, pas trop.. [_forename_] aussi, ils ont fait toute la résidence. Ben j'suis rentré dimanche porte-fenetre ouverte, mes sous-vétement par terre, toutes mes affaires genre bouquins etc jetés par terre, méme mon lit était tout défait. Ils ont ouvert toutes les fenétres de l'exterieur en fait et ont fait 6 apparts de la rangée. La semaine dernière c'était le rez de chaussé. Tout l'monde peut entrer chez moi lol.. Mais là ils ont pris des empreintes etc Ils ont pas pris trop de choses, que ce qui est assez petit. [_forename_] a plus son PC du cp... Ils ont méme volé son sac, surement pr mettre l'ordi justement",False,False,False,False,True,False,True,"['Ouais', 'voilà', ',', 'pas', 'trop', '..', '[', '_forename_', ']', 'aussi', ',', 'ils', 'ont', 'fait', 'toute', 'la', 'résidence', '.', 'Ben', ""j'"", 'suis', 'rentré', 'dimanche', 'porte', '-', 'fenetre', 'ouverte', ',', 'mes', 'sous', '-', 'vétement', 'par', 'terre', ',', 'toutes', 'mes', 'affaires', 'genre', 'bouquins', 'etc', 'jetés', 'par', 'terre', ',', 'méme', 'mon', 'lit', 'était', 'tout', 'défait', '.', 'Ils', 'ont', 'ouvert', 'toutes', 'les', 'fenétres', 'de', ""l'"", 'exterieur', 'en', 'fait', 'et', 'ont', 'fait', '6', 'apparts', 'de', 'la', 'rangée', '.', 'La', 'semaine', 'dernière', ""c'"", 'était', 'le', 'rez', 'de', 'chaussé', '.', 'Tout', ""l'"", 'monde', 'peut', 'entrer', 'chez', 'moi', 'lol', '..', 'Mais', 'là', 'ils', 'ont', 'pris', 'des', 'empreintes', 'etc', 'Ils', 'ont', 'pas', 'pris', 'trop', 'de', 'choses', ',', 'que', 'ce', 'qui', 'est', 'assez', 'petit', '.', '[', '_forename_', ']', 'a', 'plus', 'son', 'PC', 'du', 'cp', '...', 'Ils', 'ont', 'méme', 'volé', 'son', 'sac', ',', 'surement', 'pr', 'mettre', ""l'"", 'ordi', 'justement']"
5837,18033,C'est pour ça que tu me laisse tomber c'est po juste. Aufaite je sais pu à France loisir quand est ce que je dois acheter un livre...,False,False,False,True,False,False,True,"[""C'"", 'est', 'pour', 'ça', 'que', 'tu', 'me', 'laisse', 'tomber', ""c'"", 'est', 'po', 'juste', '.', 'Aufaite', 'je', 'sais', 'pu', 'à', 'France', 'loisir', 'quand', 'est', 'ce', 'que', 'je', 'dois', 'acheter', 'un', 'livre', '...']"
5838,18034,"Et oui man [_nickname_] damour, bon vai me doucher jy go. A toute",False,False,False,False,False,True,True,"['Et', 'oui', 'man', '[', '_nickname_', ']', 'damour', ',', 'bon', 'vai', 'me', 'doucher', 'jy', 'go', '.', 'A', 'toute']"
5840,18036,Ca remarcheeee )),False,False,False,True,False,False,True,"['Ca', 'remarcheeee', '))']"
5841,18040,Oh la laaaa.. pfou,False,False,False,False,True,False,True,"['Oh', 'la', 'laaaa', '..', 'pfou']"
5843,18044,Noir: Je veux que tu sorte avec twa mauve: Tu me manke Rose: Je te veux dans mon lit Rouge: Je t'aime en amour Jaune: T'es magnifique Bleu: T'es sexy Orange: je t'aime pas Gris: T'es trop sympa Blanc: J'aime t'es fesse,False,False,False,False,False,True,True,"['Noir', ':', 'Je', 'veux', 'que', 'tu', 'sorte', 'avec', 'twa', 'mauve', ':', 'Tu', 'me', 'manke', 'Rose', ':', 'Je', 'te', 'veux', 'dans', 'mon', 'lit', 'Rouge', ':', 'Je', ""t'"", 'aime', 'en', 'amour', 'Jaune', ':', ""T'"", 'es', 'magnifique', 'Bleu', ':', ""T'"", 'es', 'sexy', 'Orange', ':', 'je', ""t'"", 'aime', 'pas', 'Gris', ':', ""T'"", 'es', 'trop', 'sympa', 'Blanc', ':', ""J'"", 'aime', ""t'"", 'es', 'fesse']"
5844,18045,"Mince, je sais pas si c'est la saison ou quoi mais on est plusieurs à avoir des soucis en ce moment!!! j'pense c est le master qui nique tout!",False,False,False,True,False,False,True,"['Mince', ',', 'je', 'sais', 'pas', 'si', ""c'"", 'est', 'la', 'saison', 'ou', 'quoi', 'mais', 'on', 'est', 'plusieurs', 'à', 'avoir', 'des', 'soucis', 'en', 'ce', 'moment', '!!!', ""j'"", 'pense', 'c', 'est', 'le', 'master', 'qui', 'nique', 'tout', '!']"
5846,18048,TR: Envoi ce msg au mek ou meuf de ton repertoir meme a seu que tu parl pas trop et tu verras kel couleur choisiront-ils. Marron: je veux que tu moublies Noir: Je veux que tu sorte avec twa Vert: Jte kiff pas mauve: Tu me [_forename_] Rose: Je te veux dans mon lit Rouge: Je t'aime en amour Jaune: T'es magnifique Bleu: T'es sexy Orange: je t'aime pas Gris: T'es trop sympa Blanc: J'aime t'es fesse Fait passer t'auras des reponses. Et renvoi le moi. Rep sr,False,False,False,False,False,True,True,"['TR', ':', 'Envoi', 'ce', 'msg', 'au', 'mek', 'ou', 'meuf', 'de', 'ton', 'repertoir', 'meme', 'a', 'seu', 'que', 'tu', 'parl', 'pas', 'trop', 'et', 'tu', 'verras', 'kel', 'couleur', 'choisiront', '-', 'ils', '.', 'Marron', ':', 'je', 'veux', 'que', 'tu', 'moublies', 'Noir', ':', 'Je', 'veux', 'que', 'tu', 'sorte', 'avec', 'twa', 'Vert', ':', 'Jte', 'kiff', 'pas', 'mauve', ':', 'Tu', 'me', '[', '_forename_', ']', 'Rose', ':', 'Je', 'te', 'veux', 'dans', 'mon', 'lit', 'Rouge', ':', 'Je', ""t'"", 'aime', 'en', 'amour', 'Jaune', ':', ""T'"", 'es', 'magnifique', 'Bleu', ':', ""T'"", 'es', 'sexy', 'Orange', ':', 'je', ""t'"", 'aime', 'pas', 'Gris', ':', ""T'"", 'es', 'trop', 'sympa', 'Blanc', ':', ""J'"", 'aime', ""t'"", 'es', 'fesse', 'Fait', 'passer', ""t'"", 'auras', 'des', 'reponses', '.', 'Et', 'renvoi', 'le', 'moi', '.', 'Rep', 'sr']"
5847,18050,A bientot bro,True,False,False,False,False,False,True,"['A', 'bientot', 'bro']"
5849,18052,A demain man neuveu ke jaime,False,False,False,False,False,True,True,"['A', 'demain', 'man', 'neuveu', 'ke', 'jaime']"
5850,18057,"Il bug mon tel il m'envoi des messages en retard! Sisi controlé et 10 par billet, et en prime en retard, t'façon mtnt c'est rare de pas avoir de pb c'est tjs une aventure a part entière la sncf",True,False,False,False,False,False,True,"['Il', 'bug', 'mon', 'tel', 'il', ""m'"", 'envoi', 'des', 'messages', 'en', 'retard', '!', 'Sisi', 'controlé', 'et', '10', 'par', 'billet', ',', 'et', 'en', 'prime', 'en', 'retard', ',', ""t'"", 'façon', 'mtnt', ""c'"", 'est', 'rare', 'de', 'pas', 'avoir', 'de', 'pb', ""c'"", 'est', 'tjs', 'une', 'aventure', 'a', 'part', 'entière', 'la', 'sncf']"
5851,18059,"Nan t'inquiète je verrai bien, avec un peu de chance les yeux doux ça marchera",True,False,False,False,False,False,True,"['Nan', ""t'"", 'inquiète', 'je', 'verrai', 'bien', ',', 'avec', 'un', 'peu', 'de', 'chance', 'les', 'yeux', 'doux', 'ça', 'marchera']"
5852,18071,Jei jamei eu otan envi d'avr mes regl ke la,False,False,False,True,False,False,True,"['Jei', 'jamei', 'eu', 'otan', 'envi', ""d'"", 'avr', 'mes', 'regl', 'ke', 'la']"
5853,18074,"Ouais ça va mais normalement on sera 3 parce que j'ai 2 ami qui monte de Bdx aussi, c'est possible? C'est où au fait, au back up ?",True,False,False,False,False,False,True,"['Ouais', 'ça', 'va', 'mais', 'normalement', 'on', 'sera', '3', 'parce', 'que', ""j'"", 'ai', '2', 'ami', 'qui', 'monte', 'de', 'Bdx', 'aussi', ',', ""c'"", 'est', 'possible', '?', ""C'"", 'est', 'où', 'au', 'fait', ',', 'au', 'back', 'up', '?']"
5854,18085,T'inquiète ça me dérange pas tant que ça! T'façon j'le vois plus donc qu'il me parle ou non ça change pas grand chose ça va toi? Bonne soirée?,True,False,False,False,False,False,True,"[""T'"", 'inquiète', 'ça', 'me', 'dérange', 'pas', 'tant', 'que', 'ça', '!', ""T'"", 'façon', ""j'"", 'le', 'vois', 'plus', 'donc', ""qu'"", 'il', 'me', 'parle', 'ou', 'non', 'ça', 'change', 'pas', 'grand', 'chose', 'ça', 'va', 'toi', '?', 'Bonne', 'soirée', '?']"
5855,18086,Ah ouai c'est vrai qu'on c'est pas revu! Oh mais t'inquiète je vais pas tarder à remonter encore pour d'autres entretiens,False,True,False,False,False,False,True,"['Ah', 'ouai', ""c'"", 'est', 'vrai', ""qu'"", 'on', ""c'"", 'est', 'pas', 'revu', '!', 'Oh', 'mais', ""t'"", 'inquiète', 'je', 'vais', 'pas', 'tarder', 'à', 'remonter', 'encore', 'pour', ""d'"", 'autres', 'entretiens']"
5856,18090,! C'est soirée retour de vacs ce soir alors?,True,False,False,False,False,False,True,"['!', ""C'"", 'est', 'soirée', 'retour', 'de', 'vacs', 'ce', 'soir', 'alors', '?']"
5857,18093,Mdrr tu me fai rir j'orei du acceptei la proposition d'f..... Jei besoin d'calin,False,False,False,True,False,False,True,"['Mdrr', 'tu', 'me', 'fai', 'rir', ""j'"", 'orei', 'du', 'acceptei', 'la', 'proposition', ""d'"", 'f', '.....', 'Jei', 'besoin', ""d'"", 'calin']"
5858,18096,"Aller tkt ca ira bien j'en suis sur respire, Cette nuit j'ai reve que je te voyais ce matin et que je te booster pour ton permi et que on avait ses et je on a croise le prof et que je lui disait que tu le passais",False,True,False,False,False,False,True,"['Aller', 'tkt', 'ca', 'ira', 'bien', ""j'"", 'en', 'suis', 'sur', 'respire', ',', 'Cette', 'nuit', ""j'"", 'ai', 'reve', 'que', 'je', 'te', 'voyais', 'ce', 'matin', 'et', 'que', 'je', 'te', 'booster', 'pour', 'ton', 'permi', 'et', 'que', 'on', 'avait', 'ses', 'et', 'je', 'on', 'a', 'croise', 'le', 'prof', 'et', 'que', 'je', 'lui', 'disait', 'que', 'tu', 'le', 'passais']"
5859,18097,ooh.. Pas drøle !,False,False,False,True,False,False,True,"['ooh', '..', 'Pas', 'drøle', '!']"
5860,18099,"Quand tu as fini tu m'envois un sms, mais je regarderai mon portable que quand j'aurais fini le sport",False,False,False,True,False,False,True,"['Quand', 'tu', 'as', 'fini', 'tu', ""m'"", 'envois', 'un', 'sms', ',', 'mais', 'je', 'regarderai', 'mon', 'portable', 'que', 'quand', ""j'"", 'aurais', 'fini', 'le', 'sport']"
5861,18102,J'vais attendre quinze ans j'me suis levé pr rien !,False,False,False,False,True,False,True,"[""J'"", 'vais', 'attendre', 'quinze', 'ans', ""j'"", 'me', 'suis', 'levé', 'pr', 'rien', '!']"
5862,18105,Dddddddddddiiiiiiiiiiiiiiiiiiiiiiiiiissssssssssssss [_surname_],False,False,False,False,False,True,True,"['Dddddddddddiiiiiiiiiiiiiiiiiiiiiiiiiissssssssssssss', '[', '_surname_', ']']"
5863,18111,"Mdrr. Au contraire. Elle jouit de plaisir. Aha ! Je vais dodo ptit loukoom ! A demaiinn, bonne nuit",False,False,False,False,False,True,True,"['Mdrr', '.', 'Au', 'contraire', '.', 'Elle', 'jouit', 'de', 'plaisir', '.', 'Aha', '!', 'Je', 'vais', 'dodo', 'ptit', 'loukoom', '!', 'A', 'demaiinn', ',', 'bonne', 'nuit']"
5864,18112,Brefons ! A mort. Ta petite soeur ma manque trop..,False,False,False,True,False,False,True,"['Brefons', '!', 'A', 'mort', '.', 'Ta', 'petite', 'soeur', 'ma', 'manque', 'trop', '..']"
5865,18114,Casse toi ouais. On est pas quit,True,False,False,False,False,False,True,"['Casse', 'toi', 'ouais', '.', 'On', 'est', 'pas', 'quit']"
5866,18116,Mdrrr je rigolais aussi pour ca. Et ouaiss >,False,False,False,True,False,False,True,"['Mdrrr', 'je', 'rigolais', 'aussi', 'pour', 'ca', '.', 'Et', 'ouaiss', '>']"
5867,18117,,False,True,False,False,False,False,True,['nan']
5868,18124,Eh ouais. Haha..,False,False,False,False,True,False,True,"['Eh', 'ouais', '.', 'Haha', '..']"
5869,18125,>,False,False,False,True,False,False,True,['>']
5870,18131,Mdrrr t'es méchante quand meme,False,True,False,False,False,False,True,"['Mdrrr', ""t'"", 'es', 'méchante', 'quand', 'meme']"
5871,18135,J'arrete,False,False,False,False,False,True,True,"[""J'"", 'arrete']"
5872,18136,La chance. Tu es adulé,False,True,False,False,False,False,True,"['La', 'chance', '.', 'Tu', 'es', 'adulé']"
5873,18141,Okk,False,True,False,False,False,False,True,['Okk']
5874,18146,Dsl de pas avoir nvoyer de sms hier. Aujourdhui jviens pas jsuis malade jai demandé pour le burreau normallement ct bien la ou on ete!! On se voit jeudi si jv mieu et si tu vien lol parce que demain ya pas de tuto! Bisou,False,False,False,True,False,False,True,"['Dsl', 'de', 'pas', 'avoir', 'nvoyer', 'de', 'sms', 'hier', '.', 'Aujourdhui', 'jviens', 'pas', 'jsuis', 'malade', 'jai', 'demandé', 'pour', 'le', 'burreau', 'normallement', 'ct', 'bien', 'la', 'ou', 'on', 'ete', '!!', 'On', 'se', 'voit', 'jeudi', 'si', 'jv', 'mieu', 'et', 'si', 'tu', 'vien', 'lol', 'parce', 'que', 'demain', 'ya', 'pas', 'de', 'tuto', '!', 'Bisou']"
5875,18147,Ils voulaient que je l'adopte 18m2 j'ai envie d'dire,False,False,False,True,False,False,True,"['Ils', 'voulaient', 'que', 'je', ""l'"", 'adopte', '18', 'm2', ""j'"", 'ai', 'envie', ""d'"", 'dire']"
5876,18150,"Corum, y a eu un bug tram",False,False,False,False,True,False,True,"['Corum', ',', 'y', 'a', 'eu', 'un', 'bug', 'tram']"
5877,18151,"Plus court, c'est imposs",True,False,False,False,False,False,True,"['Plus', 'court', ',', ""c'"", 'est', 'imposs']"
5878,18152,Ouais j'aimerai bien. Je te dirai mais bon c'est chaud,False,False,False,False,False,True,True,"['Ouais', ""j'"", 'aimerai', 'bien', '.', 'Je', 'te', 'dirai', 'mais', 'bon', ""c'"", 'est', 'chaud']"
5879,18153,16h je pourrait pas.. . Peut etre plus tard. La j'étais chez la [_nickname_] et maintenant on va shopp avec ma soeur,False,False,False,True,False,False,True,"['16', 'h', 'je', 'pourrait', 'pas', '..', '.', 'Peut', 'etre', 'plus', 'tard', '.', 'La', ""j'"", 'étais', 'chez', 'la', '[', '_nickname_', ']', 'et', 'maintenant', 'on', 'va', 'shopp', 'avec', 'ma', 'soeur']"
5880,18162,Mercii,False,False,False,False,False,True,True,['Mercii']
5881,18166,Rohh,False,False,False,True,False,False,True,['Rohh']
5882,18169,Je suis en train de grassemater chez l'australien puis je rentre bosser mon russe. Ca va mieux toi ?,False,False,False,False,False,True,True,"['Je', 'suis', 'en', 'train', 'de', 'grassemater', 'chez', ""l'"", 'australien', 'puis', 'je', 'rentre', 'bosser', 'mon', 'russe', '.', 'Ca', 'va', 'mieux', 'toi', '?']"
5883,18170,"Non j'pense pas j'suis trop loin c'est a perpet tu finis ta journée quand ? Il est un peu timide d'ou l'obligation de prolonger, sinon ca va ca se passe bien. Trop nul la migraine",False,False,False,True,False,False,True,"['Non', ""j'"", 'pense', 'pas', ""j'"", 'suis', 'trop', 'loin', ""c'"", 'est', 'a', 'perpet', 'tu', 'finis', 'ta', 'journée', 'quand', '?', 'Il', 'est', 'un', 'peu', 'timide', ""d'"", 'ou', ""l'"", 'obligation', 'de', 'prolonger', ',', 'sinon', 'ca', 'va', 'ca', 'se', 'passe', 'bien', '.', 'Trop', 'nul', 'la', 'migraine']"
5884,18171,"Ok, pas de probleme. Dis moi ca demain dans la journée",False,True,False,False,False,False,True,"['Ok', ',', 'pas', 'de', 'probleme', '.', 'Dis', 'moi', 'ca', 'demain', 'dans', 'la', 'journée']"
5885,18174,Moi yé envie de te voir car en mode j'ai un peu délaissé ma colocounette d'amour et j'ai envie de lui montrer que je l'aime bien fort et lui faire des p'tits plats et regarder des trucs de merde avec elle !,False,False,False,True,False,False,True,"['Moi', 'yé', 'envie', 'de', 'te', 'voir', 'car', 'en', 'mode', ""j'"", 'ai', 'un', 'peu', 'délaissé', 'ma', 'colocounette', ""d'"", 'amour', 'et', ""j'"", 'ai', 'envie', 'de', 'lui', 'montrer', 'que', 'je', ""l'"", 'aime', 'bien', 'fort', 'et', 'lui', 'faire', 'des', ""p'"", 'tits', 'plats', 'et', 'regarder', 'des', 'trucs', 'de', 'merde', 'avec', 'elle', '!']"
5886,18179,Roooooh,False,False,False,False,False,True,True,['Roooooh']
5887,18181,Bizarrement j'ai pas de hoola hoop sur moi,False,False,False,True,False,False,True,"['Bizarrement', ""j'"", 'ai', 'pas', 'de', 'hoola', 'hoop', 'sur', 'moi']"
5888,18185,"Ouais, faut que j'ramène à tlm des trucs mais j'sais pas quoi lol",False,False,False,False,True,False,True,"['Ouais', ',', 'faut', 'que', ""j'"", 'ramène', 'à', 'tlm', 'des', 'trucs', 'mais', ""j'"", 'sais', 'pas', 'quoi', 'lol']"
5889,18190,J'ferais des photos,False,True,False,False,False,False,True,"[""J'"", 'ferais', 'des', 'photos']"
5890,18193,"Ouais, j'avoue ça tue déjà.. Mais je veux voir Jude Law. Genre",True,False,False,False,False,False,True,"['Ouais', ',', ""j'"", 'avoue', 'ça', 'tue', 'déjà', '..', 'Mais', 'je', 'veux', 'voir', 'Jude', 'Law', '.', 'Genre']"
5892,18198,Tu veux pas sécher ppc avec moi et a la place on va manger?,True,False,False,False,False,False,True,"['Tu', 'veux', 'pas', 'sécher', 'ppc', 'avec', 'moi', 'et', 'a', 'la', 'place', 'on', 'va', 'manger', '?']"
5893,18201,Tu viens pas en civi non plus?,False,False,True,False,False,False,True,"['Tu', 'viens', 'pas', 'en', 'civi', 'non', 'plus', '?']"
5894,18203,Suis contente que Ti ailles mieux oui très bonne attitude bisous!,False,True,False,False,False,False,True,"['Suis', 'contente', 'que', 'Ti', 'ailles', 'mieux', 'oui', 'très', 'bonne', 'attitude', 'bisous', '!']"
5896,18215,Tkt y a pas de souci Oh oui ca serait cool se donner un peu de news en voyant ta jolie petite frimousse,False,False,False,False,False,True,True,"['Tkt', 'y', 'a', 'pas', 'de', 'souci', 'Oh', 'oui', 'ca', 'serait', 'cool', 'se', 'donner', 'un', 'peu', 'de', 'news', 'en', 'voyant', 'ta', 'jolie', 'petite', 'frimousse']"
5898,18220,),False,True,False,False,False,False,True,[')']
5899,18225,Oh faudra tu me montre le cahier j'ai pas vu ce que ça à donné à la fin.et comment ça coquine..,False,True,False,False,False,False,True,"['Oh', 'faudra', 'tu', 'me', 'montre', 'le', 'cahier', ""j'"", 'ai', 'pas', 'vu', 'ce', 'que', 'ça', 'à', 'donné', 'à', 'la', 'fin.et', 'comment', 'ça', 'coquine', '..']"
5900,18226,"Ouais ouais, je le ferais",True,False,False,False,False,False,True,"['Ouais', 'ouais', ',', 'je', 'le', 'ferais']"
5901,18227,C'est pas le 22 ton anniversaire? Car j'ai noté ça sur mon calendrier,False,True,False,False,False,False,True,"[""C'"", 'est', 'pas', 'le', '22', 'ton', 'anniversaire', '?', 'Car', ""j'"", 'ai', 'noté', 'ça', 'sur', 'mon', 'calendrier']"
5902,18228,Jai le blanc dans un peu moins de deux semaines et je pense que c mal parti,False,False,False,True,False,False,True,"['Jai', 'le', 'blanc', 'dans', 'un', 'peu', 'moins', 'de', 'deux', 'semaines', 'et', 'je', 'pense', 'que', 'c', 'mal', 'parti']"
5903,18229,ooooh pourquoi ???,False,False,False,True,False,False,True,"['ooooh', 'pourquoi', '???']"
5904,18231,On va dire que la barre etait plutot haute avec [_forename_] et j'ai pas envie de me fatiguer a faire le guide jahahah,False,True,False,False,False,False,True,"['On', 'va', 'dire', 'que', 'la', 'barre', 'etait', 'plutot', 'haute', 'avec', '[', '_forename_', ']', 'et', ""j'"", 'ai', 'pas', 'envie', 'de', 'me', 'fatiguer', 'a', 'faire', 'le', 'guide', 'jahahah']"
5905,18235,Ouais meme j'ai pas trop envie de retenter,False,False,False,True,False,False,True,"['Ouais', 'meme', ""j'"", 'ai', 'pas', 'trop', 'envie', 'de', 'retenter']"
5906,18242,La chaaaaaance je lol,False,True,False,False,False,False,True,"['La', 'chaaaaaance', 'je', 'lol']"
5907,18243,Ca existe les piece de 4 ? lol,False,False,False,True,False,False,True,"['Ca', 'existe', 'les', 'piece', 'de', '4', '?', 'lol']"
5908,18245,On va étre en retard à toute:-D,False,False,False,True,False,False,True,"['On', 'va', 'étre', 'en', 'retard', 'à', 'toute', ':', '-', 'D']"
5909,18246,Non c'est la semaine des partiels le 7,False,False,False,True,False,False,True,"['Non', ""c'"", 'est', 'la', 'semaine', 'des', 'partiels', 'le', '7']"
5910,18248,Too bad !,False,False,False,True,False,False,True,"['Too', 'bad', '!']"
5911,18249,Nan la prof nous a lache a 12h30 donc j'en ai profiter,True,False,False,False,False,False,True,"['Nan', 'la', 'prof', 'nous', 'a', 'lache', 'a', '12', 'h30', 'donc', ""j'"", 'en', 'ai', 'profiter']"
5912,18250,Bon aller je vais ...... Commencer mon rapport de stage ........,False,False,False,True,False,False,True,"['Bon', 'aller', 'je', 'vais', '......', 'Commencer', 'mon', 'rapport', 'de', 'stage', '........']"
5913,18257,Beaujolais nouveau ce soir ?poutou,True,False,False,False,False,False,True,"['Beaujolais', 'nouveau', 'ce', 'soir', '?', 'poutou']"
5914,18279,Man neuveu,False,False,False,False,False,True,True,"['Man', 'neuveu']"
5915,18280,J'aurais bien aimé non en fait j'veux juste te filer ma télé,False,False,False,True,False,False,True,"[""J'"", 'aurais', 'bien', 'aimé', 'non', 'en', 'fait', ""j'"", 'veux', 'juste', 'te', 'filer', 'ma', 'télé']"
5916,18281,"Bon, t'arrétes de me faire du mal comme ça ??! Mdr j'aimerais bien aussi. Non c'ets juste qu'tu pourras mater des dvd tout ça, j'la materais pas ces prochains jrs, surtt en angleterre. Mais je pensais lui tel et dire qu'la télé aussi, comme ça ça accelererait le truc mdr. T'en pense quoi ?",True,False,False,False,False,False,True,"['Bon', ',', ""t'"", 'arrétes', 'de', 'me', 'faire', 'du', 'mal', 'comme', 'ça', '??', '!', 'Mdr', ""j'"", 'aimerais', 'bien', 'aussi', '.', 'Non', ""c'"", 'ets', 'juste', ""qu'"", 'tu', 'pourras', 'mater', 'des', 'dvd', 'tout', 'ça', ',', ""j'"", 'la', 'materais', 'pas', 'ces', 'prochains', 'jrs', ',', 'surtt', 'en', 'angleterre', '.', 'Mais', 'je', 'pensais', 'lui', 'tel', 'et', 'dire', ""qu'"", 'la', 'télé', 'aussi', ',', 'comme', 'ça', 'ça', 'accelererait', 'le', 'truc', 'mdr', '.', ""T'"", 'en', 'pense', 'quoi', '?']"
5917,18282,Désolé si j'etais pas très aimable en espagnol mais en ce moment j'suis un peu sur les nerfs. Enfin je suis un peu stressée c'est vrai enfin bref me fais pas la tronche [_nickname_],False,False,False,False,False,True,True,"['Désolé', 'si', ""j'"", 'etais', 'pas', 'très', 'aimable', 'en', 'espagnol', 'mais', 'en', 'ce', 'moment', ""j'"", 'suis', 'un', 'peu', 'sur', 'les', 'nerfs', '.', 'Enfin', 'je', 'suis', 'un', 'peu', 'stressée', ""c'"", 'est', 'vrai', 'enfin', 'bref', 'me', 'fais', 'pas', 'la', 'tronche', '[', '_nickname_', ']']"
5918,18287,oui! je suis trop content!,False,True,False,False,False,False,True,"['oui', '!', 'je', 'suis', 'trop', 'content', '!']"
5920,18297,?? Derien ?? Mdr je comprend rien lol jtaime aussi,False,False,False,False,False,True,True,"['??', 'Derien', '??', 'Mdr', 'je', 'comprend', 'rien', 'lol', 'jtaime', 'aussi']"
5921,18299,! Ma pauvre,False,False,False,True,False,False,True,"['!', 'Ma', 'pauvre']"
5922,18307,Tu peux parler !!!!! alors là.....!,False,False,True,False,False,False,True,"['Tu', 'peux', 'parler', '!!!!!', 'alors', 'là', '.....', '!']"
5923,18311,"Oooh, je sais !! C'est un chapeau que j'devais acheter... bon..j'en trouverais un là-bas. J'ai déjà bottes et manteau en laine, je mourais pas..",False,False,False,False,True,False,True,"['Oooh', ',', 'je', 'sais', '!!', ""C'"", 'est', 'un', 'chapeau', 'que', ""j'"", 'devais', 'acheter', '...', ""bon..j'"", 'en', 'trouverais', 'un', 'là', '-', 'bas', '.', ""J'"", 'ai', 'déjà', 'bottes', 'et', 'manteau', 'en', 'laine', ',', 'je', 'mourais', 'pas', '..']"
5924,18312,"moi qui était tte gentille.. Ok, je fais greve",False,False,True,False,False,False,True,"['moi', 'qui', 'était', 'tte', 'gentille', '..', 'Ok', ',', 'je', 'fais', 'greve']"
5925,18313,Greve des sms. Tu suis pas..,True,False,False,False,False,False,True,"['Greve', 'des', 'sms', '.', 'Tu', 'suis', 'pas', '..']"
5926,18315,minou ! Mioaou !,False,False,True,False,False,False,True,"['minou', '!', 'Mioaou', '!']"
5927,18319,Dis pas ça parce que quand on dit ''j'ai une surprise'' c'est tjs décevant au final mdr,False,False,False,False,True,False,True,"['Dis', 'pas', 'ça', 'parce', 'que', 'quand', 'on', 'dit', ""''"", ""j'"", 'ai', 'une', ""surprise'"", ""'"", ""c'"", 'est', 'tjs', 'décevant', 'au', 'final', 'mdr']"
5928,18326,Courage,False,False,False,False,False,True,True,['Courage']
5929,18327,En [_code_] Dsl du retard,False,False,False,True,False,False,True,"['En', '[', '_code_', ']', 'Dsl', 'du', 'retard']"
5930,18329,Coucou c'est [_forename_] . Vu que je sais pas quel est ton num perso et la pro je te l'envoie sur les 2 : alors t'es ou dans la fosse ???,True,False,False,False,False,False,True,"['Coucou', ""c'"", 'est', '[', '_forename_', ']', '.', 'Vu', 'que', 'je', 'sais', 'pas', 'quel', 'est', 'ton', 'num', 'perso', 'et', 'la', 'pro', 'je', 'te', ""l'"", 'envoie', 'sur', 'les', '2', ':', 'alors', ""t'"", 'es', 'ou', 'dans', 'la', 'fosse', '???']"
5931,18330,J'en ai pas entendu parlé,False,False,False,True,False,False,True,"[""J'"", 'en', 'ai', 'pas', 'entendu', 'parlé']"
